Date(UTC),UnixTimeStamp,Supply,MarketCap,Price
6/13/17,1497312000,92461422.38,35883.35341,388.09
6/14/17,1497398400,92489691.13,31801.6554,343.84
6/15/17,1497484800,92517889.88,31889.06628,344.68
6/16/17,1497571200,92546260.81,32725.28329,353.61
6/17/17,1497657600,92574559.88,34076.69549,368.1
6/18/17,1497744000,92603147.38,32552.7844,351.53
6/19/17,1497830400,92631780.34,33180.70372,358.2
6/20/17,1497916800,92658489.72,32479.5804,350.53
6/21/17,1498003200,92684640.5,30150.31355,325.3
6/22/17,1498089600,92711173.78,29757.50545,320.97
6/23/17,1498176000,92737276.28,30311.17875,326.85
6/24/17,1498262400,92763771.28,28250.27891,304.54
6/25/17,1498348800,92790154.41,25921.85753,279.36
6/26/17,1498435200,92816853.47,23545.77939,253.68
6/27/17,1498521600,92843435.81,26566.22072,286.14
6/28/17,1498608000,92870078.47,29333.94299,315.86
6/29/17,1498694400,92897087.38,27209.55689,292.9
6/30/17,1498780800,92923943.63,26081.8925,280.68
7/1/17,1498867200,92950626.75,24260.11358,261
7/2/17,1498953600,92977339.09,26404.63453,283.99
7/3/17,1499040000,93004470.34,25707.36565,276.41
7/4/17,1499126400,93031836.13,25030.21551,269.05
7/5/17,1499212800,93058596.44,24753.58665,266
7/6/17,1499299200,93085523,24749.57886,265.88
7/7/17,1499385600,93112810.97,22434.60067,240.94
7/8/17,1499472000,93139877.38,22881.67367,245.67
7/9/17,1499558400,93166818.16,22147.61601,237.72
7/10/17,1499644800,93191251.75,19175.03196,205.76
7/11/17,1499731200,93215219.88,17762.16015,190.55
7/12/17,1499817600,93239157.84,20899.55723,224.15
7/13/17,1499904000,93262929.41,19157.13833,205.41
7/14/17,1499990400,93286700.66,18390.54017,197.14
7/15/17,1500076800,93310853,15778.86524,169.1
7/16/17,1500163200,93334862.69,14506.10436,155.42
7/17/17,1500249600,93358380.97,17735.29163,189.97
7/18/17,1500336000,93382331.28,21206.19361,227.09
7/19/17,1500422400,93406814.88,18159.21888,194.41
7/20/17,1500508800,93431307.69,21146.30787,226.33
7/21/17,1500595200,93455149.88,20217.15257,216.33
7/22/17,1500681600,93479457.22,21544.21051,230.47
7/23/17,1500768000,93503940.5,21348.81969,228.32
7/24/17,1500854400,93527999.41,21088.69331,225.48
7/25/17,1500940800,93552692.06,19046.39258,203.59
7/26/17,1501027200,93577207.06,18984.94377,202.88
7/27/17,1501113600,93601559.72,18994.56451,202.93
7/28/17,1501200000,93626244.88,17902.27428,191.21
7/29/17,1501286400,93650737.38,19305.163,206.14
7/30/17,1501372800,93675455.03,18433.45604,196.78
7/31/17,1501459200,93699513.63,18864.52308,201.33
8/1/17,1501545600,93720934.09,21171.55901,225.9
8/2/17,1501632000,93742069.41,20447.02018,218.12
8/3/17,1501718400,93763035.81,21039.48761,224.39
8/4/17,1501804800,93784340.81,20688.82558,220.6
8/5/17,1501891200,93805528.63,23741.24124,253.09
8/6/17,1501977600,93826794.25,24822.81669,264.56
8/7/17,1502064000,93848415.81,25333.44136,269.94
8/8/17,1502150400,93870051.13,27833.40886,296.51
8/9/17,1502236800,93891780.5,27724.36495,295.28
8/10/17,1502323200,93913244.25,28012.44249,298.28
8/11/17,1502409600,93935146.28,29056.01945,309.32
8/12/17,1502496000,93957067.22,28940.65584,308.02
8/13/17,1502582400,93979101.91,27876.08121,296.62
8/14/17,1502668800,94001140.03,28121.38105,299.16
8/15/17,1502755200,94023364.41,26939.57437,286.52
8/16/17,1502841600,94045930.19,28343.56244,301.38
8/17/17,1502928000,94068463.16,28248.75949,300.3
8/18/17,1503014400,94090773.63,27532.84218,292.62
8/19/17,1503100800,94113338,27577.0903,293.02
8/20/17,1503187200,94135470.5,28071.1973,298.2
8/21/17,1503273600,94158216.28,30304.82191,321.85
8/22/17,1503360000,94180738.94,29513.41816,313.37
8/23/17,1503446400,94203348.94,29900.14295,317.4
8/24/17,1503532800,94225880.66,30649.79446,325.28
8/25/17,1503619200,94244701.44,31106.40616,330.06
8/26/17,1503705600,94263267.22,31376.47113,332.86
8/27/17,1503792000,94281902.69,32798.78831,347.88
8/28/17,1503878400,94300328.16,32784.45209,347.66
8/29/17,1503964800,94319408.31,35119.83169,372.35
8/30/17,1504051200,94338352.22,36212.71988,383.86
8/31/17,1504137600,94357118.31,36641.69975,388.33
9/1/17,1504224000,94375947.69,36940.63344,391.42
9/2/17,1504310400,94394795.81,33135.40517,351.03
9/3/17,1504396800,94413437.84,33276.01617,352.45
9/4/17,1504483200,94432358.94,28679.10741,303.7
9/5/17,1504569600,94451460.19,30029.89725,317.94
9/6/17,1504656000,94470348.47,32017.8905,338.92
9/7/17,1504742400,94489481.13,31688.93728,335.37
9/8/17,1504828800,94508748.31,28987.72328,306.72
9/9/17,1504915200,94527784.09,28716.59553,303.79
9/10/17,1505001600,94546772.84,28289.3399,299.21
9/11/17,1505088000,94565618.94,28175.82616,297.95
9/12/17,1505174400,94584931.44,27817.42834,294.1
9/13/17,1505260800,94603829.72,26095.52039,275.84
9/14/17,1505347200,94623119.41,21114.20286,223.14
9/15/17,1505433600,94642655.81,24566.39417,259.57
9/16/17,1505520000,94661993.78,24090.5308,254.49
9/17/17,1505606400,94681215.81,24465.62617,258.4
9/18/17,1505692800,94700280.81,28176.17455,297.53
9/19/17,1505779200,94719653.78,26805.66202,283
9/20/17,1505865600,94738835.81,26864.14428,283.56
9/21/17,1505952000,94758172.22,24425.81405,257.77
9/22/17,1506038400,94773915.81,24919.85342,262.94
9/23/17,1506124800,94788921.59,27122.90202,286.14
9/24/17,1506211200,94804383,26791.71864,282.6
9/25/17,1506297600,94819257.38,27961.25081,294.89
9/26/17,1506384000,94834464.25,27373.01976,288.64
9/27/17,1506470400,94849875.34,29400.61586,309.97
9/28/17,1506556800,94864873.31,28722.23769,302.77
9/29/17,1506643200,94879725.81,27759.91018,292.58
9/30/17,1506729600,94894657.22,28731.25537,302.77
10/1/17,1506816000,94909789.88,28847.83063,303.95
10/2/17,1506902400,94924879.09,28174.65336,296.81
10/3/17,1506988800,94940057.53,27704.45819,291.81
10/4/17,1507075200,94955375.97,27696.58406,291.68
10/5/17,1507161600,94970853,28015.45193,294.99
10/6/17,1507248000,94985877.06,29286.99547,308.33
10/7/17,1507334400,95000892.22,29569.97771,311.26
10/8/17,1507420800,95016091.75,29406.53024,309.49
10/9/17,1507507200,95031300.5,28219.54468,296.95
10/10/17,1507593600,95046784.88,28367.66341,298.46
10/11/17,1507680000,95062284.72,28790.56355,302.86
10/12/17,1507766400,95077676.28,28798.07737,302.89
10/13/17,1507852800,95093113.47,32030.21341,336.83
10/14/17,1507939200,95108431.28,32223.6876,338.81
10/15/17,1508025600,95124011.44,32016.83977,336.58
10/16/17,1508112000,95140181,31798.7027,334.23
10/17/17,1508198400,95160328.25,30083.98617,316.14
10/18/17,1508284800,95180705.66,29842.95845,313.54
10/19/17,1508371200,95201131.81,29265.77993,307.41
10/20/17,1508457600,95221606.81,28859.76459,303.08
10/21/17,1508544000,95241750.03,28529.66622,299.55
10/22/17,1508630400,95262134.28,28009.92534,294.03
10/23/17,1508716800,95282604.69,27181.26864,285.27
10/24/17,1508803200,95303134.16,28257.37928,296.5
10/25/17,1508889600,95323352.38,28249.07548,296.35
10/26/17,1508976000,95343550.53,28177.83292,295.54
10/27/17,1509062400,95364021.78,28262.0815,296.36
10/28/17,1509148800,95384467.16,27981.03344,293.35
10/29/17,1509235200,95404755.97,29006.862,304.04
10/30/17,1509321600,95424854.56,29276.34538,306.8
10/31/17,1509408000,95445491,28981.06889,303.64
11/1/17,1509494400,95465719.34,27629.68849,289.42
11/2/17,1509580800,95486016.13,27205.87571,284.92
11/3/17,1509667200,95506325.56,29082.6312,304.51
11/4/17,1509753600,95526513.88,28661.77522,300.04
11/5/17,1509840000,95547106.34,28303.91931,296.23
11/6/17,1509926400,95567346.97,28366.29993,296.82
11/7/17,1510012800,95587760.75,27896.3321,291.84
11/8/17,1510099200,95608013.66,29385.123,307.35
11/9/17,1510185600,95628326.75,30568.55093,319.66
