Date,Day,Unix_Time_Stamp,Transactions,Address,Price,Price_Change,Supply,Hashrate,Block_Difficulty,Block_Size,Market_Cap
9/12/17,Tue,1505174400,404898,7508515,294.1,-0.012921631,94584931.44,101026.2362,2375.29,18037,27817.42834
9/13/17,Wed,1505260800,365679,7563718,275.84,-0.062087725,94603829.72,96862.5167,2324.138,16933,26095.52039
9/14/17,Thu,1505347200,380251,7618435,223.14,-0.191052784,94623119.41,99538.6898,2321.976,17288,21114.20286
9/15/17,Fri,1505433600,441767,7679736,259.57,0.163260733,94642655.81,101654.7838,2366.097,19312,24566.39417
9/16/17,Sat,1505520000,373764,7729925,254.49,-0.019570829,94661993.78,100630.004,2350.116,16698,24090.5308
9/17/17,Sun,1505606400,289517,7772453,258.4,0.015364061,94681215.81,102518.68,2390.881,14350,24465.62617
9/18/17,Mon,1505692800,362764,7822945,297.53,0.151431889,94700280.81,100308.5274,2351.653,17536,28176.17455
9/19/17,Tue,1505779200,337752,7878304,283,-0.048835412,94719653.78,102499.12,2380.774,16596,26805.66202
9/20/17,Wed,1505865600,324984,7943832,283.56,0.001978799,94738835.81,101517.21,2380.957,16028,26864.14428
9/21/17,Thu,1505952000,317074,8006858,257.77,-0.090950769,94758172.22,104042.0377,2405.383,16104,24425.81405
9/22/17,Fri,1506038400,271470,8042491,262.94,0.02005664,94773915.81,104698.4895,2938.237,16972,24919.85342
9/23/17,Sat,1506124800,260107,8078626,286.14,0.088233057,94788921.59,100932.1989,2960.802,15951,27122.90202
9/24/17,Sun,1506211200,280929,8112522,282.6,-0.012371566,94804383,102079.6576,2945.612,17983,26791.71864
9/25/17,Mon,1506297600,306614,8153119,294.89,0.04348903,94819257.38,98483.7466,2912.421,19577,27961.25081
9/26/17,Tue,1506384000,306075,8211953,288.64,-0.021194344,94834464.25,98888.3825,2887.116,18527,27373.01976
9/27/17,Wed,1506470400,309047,8269803,309.97,0.073898282,94849875.34,100067.2592,2916.043,18893,29400.61586
9/28/17,Thu,1506556800,329208,8323753,302.77,-0.023228054,94864873.31,98281.0989,2896.072,20553,28722.23769
9/29/17,Fri,1506643200,326502,8364828,292.58,-0.03365591,94879725.81,94268.7683,2802.971,21540,27759.91018
9/30/17,Sat,1506729600,295798,8406110,302.77,0.034828081,94894657.22,92965.1376,2773.895,21998,28731.25537
10/1/17,Sun,1506816000,283871,8439924,303.95,0.003897348,94909789.88,97055.9237,2865.649,21781,28847.83063
10/2/17,Mon,1506902400,306095,8487975,296.81,-0.023490706,94924879.09,96955.9662,2861.171,21143,28174.65336
10/3/17,Tue,1506988800,327906,8537491,291.81,-0.016845794,94940057.53,96187.6182,2838.826,20918,27704.45819
10/4/17,Wed,1507075200,307399,8583378,291.68,-0.000445495,94955375.97,99924.2321,2896.353,20395,27696.58406
10/5/17,Thu,1507161600,314808,8622252,294.99,0.011348053,94970853,103964.8899,2968.747,20313,28015.45193
10/6/17,Fri,1507248000,319882,8660904,308.33,0.045221872,94985877.06,99395.0518,2912.479,21656,29286.99547
10/7/17,Sat,1507334400,291091,8696647,311.26,0.009502805,95000892.22,96306.9606,2857.438,19657,29569.97771
10/8/17,Sun,1507420800,296829,8738451,309.49,-0.005686564,95016091.75,99957.7366,2915.521,19150,29406.53024
10/9/17,Mon,1507507200,328172,8791812,296.95,-0.040518272,95031300.5,100305.6568,2930.956,19671,28219.54468
10/10/17,Tue,1507593600,349605,8837358,298.46,0.005085031,95046784.88,100346.7409,2913.485,21438,28367.66341
10/11/17,Wed,1507680000,344305,8880536,302.86,0.014742344,95062284.72,103201.435,2997.386,20045,28790.56355
10/12/17,Thu,1507766400,363411,8930073,302.89,9.91E-05,95077676.28,100658.819,2911.728,21137,28798.07737
10/13/17,Fri,1507852800,379136,8982527,336.83,0.112053881,95093113.47,104478.2166,3031.012,21845,32030.21341
10/14/17,Sat,1507939200,332169,9026250,338.81,0.005878336,95108431.28,99078.8168,2917.998,19951,32223.6876
10/15/17,Sun,1508025600,328921,9075349,336.58,-0.00658186,95124011.44,103434.7686,2962.491,19011,32016.83977
10/16/17,Mon,1508112000,408297,9135201,334.23,-0.006981995,95140181,103706.3558,1922.324,16294,31798.7027
10/17/17,Tue,1508198400,505611,9195945,316.14,-0.054124405,95160328.25,103140.2309,1430.794,14412,30083.98617
10/18/17,Wed,1508284800,470449,9250984,313.54,-0.008224204,95180705.66,104018.5548,1412.602,13060,29842.95845
10/19/17,Thu,1508371200,494184,9320260,307.41,-0.019550934,95201131.81,107745.2962,1460.305,12978,29265.77993
10/20/17,Fri,1508457600,546837,9391327,303.08,-0.014085423,95221606.81,107296.8232,1448.048,15254,28859.76459
10/21/17,Sat,1508544000,462902,9450402,299.55,-0.01164709,95241750.03,109179.8738,1470.935,11983,28529.66622
10/22/17,Sun,1508630400,435493,9508412,294.03,-0.018427641,95262134.28,110340.082,1479.883,10947,28009.92534
10/23/17,Mon,1508716800,468168,9581597,285.27,-0.029792878,95282604.69,108188.1292,1455.82,12828,27181.26864
10/24/17,Tue,1508803200,492288,9668925,296.5,0.039366214,95303134.16,111176.9227,1496.921,13946,28257.37928
10/25/17,Wed,1508889600,460419,9742825,296.35,-0.000505902,95323352.38,109101.8007,1484.205,14347,28249.07548
10/26/17,Thu,1508976000,466406,9815741,295.54,-0.002733255,95343550.53,105391.6618,1437.018,14417,28177.83292
10/27/17,Fri,1509062400,486147,9877222,296.36,0.002774582,95364021.78,107301.2973,1447.521,14924,28262.0815
10/28/17,Sat,1509148800,484554,9919259,293.35,-0.010156566,95384467.16,109022.7007,1468.426,14317,27981.03344
10/29/17,Sun,1509235200,494176,9962016,304.04,0.036441111,95404755.97,107364.0917,1459.599,14872,29006.862
10/30/17,Mon,1509321600,532626,10016332,306.8,0.009077753,95424854.56,104689.5115,1447.379,16448,29276.34538
10/31/17,Tue,1509408000,519906,10090762,303.64,-0.01029987,95445491,109011.5712,1462.242,15604,28981.06889
11/1/17,Wed,1509494400,527783,10170977,289.42,-0.046831774,95465719.34,109939.7975,1505.309,15758,27629.68849
11/2/17,Thu,1509580800,529277,10265149,284.92,-0.015548338,95486016.13,105632.0807,1441.55,15696,27205.87571
11/3/17,Fri,1509667200,485790,10334844,304.51,0.068756142,95506325.56,104827.259,1419.283,15831,29082.6312
11/4/17,Sat,1509753600,398758,10389337,300.04,-0.014679321,95526513.88,103567.0937,1405.222,12156,28661.77522
11/5/17,Sun,1509840000,417102,10440241,296.23,-0.012698307,95547106.34,107894.9432,1439.533,11640,28303.91931
11/6/17,Mon,1509926400,511663,10503649,296.82,0.001991696,95567346.97,105654.5317,1433.805,13796,28366.29993
11/7/17,Tue,1510012800,470418,10557839,291.84,-0.016777845,95587760.75,104271.6052,1412.215,14267,27896.3321
11/8/17,Wed,1510099200,480413,10631410,307.35,0.053145559,95608013.66,107650.2165,1454.538,14220,29385.123
11/9/17,Thu,1510185600,467172,10737345,319.66,0.040052058,95628326.75,104847.534,1420.593,13929,30568.55093
