Date,Day,Unix_Time_Stamp,Transactions,Address,Price,Price_Change,Supply,Hashrate,Block_Difficulty,Block_Size,Market_Cap
1/13/17,Fri,1484265600,50833,977582,9.78,-0.003058104,87873674.56,7277.2919,101.356,1729,859.4045372
1/14/17,Sat,1484352000,42044,981025,9.78,0,87905152.69,7334.4015,102.517,1499,859.7123933
1/15/17,Sun,1484438400,41748,983455,9.88,0.010224949,87936854.72,7443.4979,103.641,1498,868.8161246
1/16/17,Mon,1484524800,45375,985864,9.59,-0.029352227,87968395.03,7416.8136,104.134,1575,843.6169083
1/17/17,Tue,1484611200,46671,988571,10.14,0.057351408,87999691.13,7325.2279,103.817,1642,892.316868
1/18/17,Wed,1484697600,44994,991171,10.19,0.004930966,88031299.09,7318.3297,102.053,1583,897.0389378
1/19/17,Thu,1484784000,43628,993689,10.43,0.023552502,88063420.19,7751.0819,107.184,1552,918.5014726
1/20/17,Fri,1484870400,45775,996812,10.6,0.016299137,88094541.28,7527.1882,106.857,1609,933.8021376
1/21/17,Sat,1484956800,43302,999192,10.91,0.029245283,88126065.03,7733.7168,108.358,1504,961.4553695
1/22/17,Sun,1485043200,47432,1001830,10.71,-0.018331806,88157642.84,7754.1077,108.811,1616,944.1683549
1/23/17,Mon,1485129600,46076,1004532,10.78,0.006535948,88189141.28,7918.1929,111.109,1612,950.678943
1/24/17,Tue,1485216000,50414,1006944,10.51,-0.025046382,88220561.75,7831.2888,109.885,1754,927.198104
1/25/17,Wed,1485302400,46256,1009369,10.51,0,88251985.34,7811.0208,110.021,1644,927.528366
1/26/17,Thu,1485388800,46856,1012519,10.65,0.013320647,88283770.03,7995.4413,111.654,1673,940.2221508
1/27/17,Fri,1485475200,46680,1014907,10.51,-0.01314554,88314884.88,7965.2252,112.707,1658,928.18944
1/28/17,Sat,1485561600,45189,1017588,10.54,0.002854424,88346412.84,7948.4087,111.597,1628,931.1711914
1/29/17,Sun,1485648000,42509,1019716,10.47,-0.006641366,88377545.97,7806.189,110.677,1523,925.3129063
1/30/17,Mon,1485734400,45369,1022347,10.62,0.014326648,88409461.28,8008.7446,110.965,1579,938.9084788
1/31/17,Tue,1485820800,43649,1024108,10.71,0.008474576,88440875.19,8035.4474,112.737,1539,947.2017733
2/1/17,Wed,1485907200,44541,1026094,10.71,0,88472207.38,7882.049,111.557,1607,947.537341
2/2/17,Thu,1485993600,43709,1028070,10.78,0.006535948,88503622.22,8117.6108,113.89,1578,954.0690475
2/3/17,Fri,1486080000,42778,1029880,10.95,0.015769944,88534895.5,7901.9704,112.321,1568,969.4571057
2/4/17,Sat,1486166400,45410,1032097,11.32,0.033789954,88566656.28,8085.6263,112.665,1560,1002.574549
2/5/17,Sun,1486252800,46542,1033882,11.22,-0.008833922,88598257.84,8480.8345,118.163,1614,994.072453
2/6/17,Mon,1486339200,47306,1035599,11.32,0.008912656,88629881.44,8517.039,119.234,1606,1003.290258
2/7/17,Tue,1486425600,51866,1037811,11.45,0.011484099,88661372.84,8437.3906,119.408,1827,1015.172719
2/8/17,Wed,1486512000,51089,1040358,11.39,-0.005240175,88693080.81,8613.5409,120.24,1764,1010.21419
2/9/17,Thu,1486598400,47873,1042268,10.94,-0.039508341,88724508,8630.2683,121.113,1630,970.6461175
2/10/17,Fri,1486684800,52222,1044332,11.34,0.036563071,88756004.41,8851.2981,124.421,1735,1006.49309
2/11/17,Sat,1486771200,46560,1046267,11.43,0.007936508,88787594.25,8899.597,124.729,1594,1014.842202
2/12/17,Sun,1486857600,45319,1048901,11.42,-0.000874891,88819163.94,9024.3553,126.46,1571,1014.314852
2/13/17,Mon,1486944000,55990,1051104,11.39,-0.00262697,88850898,9091.8695,127.523,1823,1012.011728
2/14/17,Tue,1487030400,58298,1053923,13,0.141352063,88882368.94,9220.0798,129.976,1914,1155.470796
2/15/17,Wed,1487116800,55320,1056702,12.97,-0.002307692,88914090.34,9298.392,129.591,1818,1153.215752
2/16/17,Thu,1487203200,49674,1058825,12.95,-0.00154202,88945630.19,9286.9502,129.994,1661,1151.845911
2/17/17,Fri,1487289600,49406,1060926,12.72,-0.017760618,88976958,9441.935,133.278,1661,1131.786906
2/18/17,Sat,1487376000,49398,1063883,12.83,0.008647799,89008169.72,9563.2843,135.014,1773,1141.974817
2/19/17,Sun,1487462400,48227,1065920,12.82,-0.000779423,89039436.91,9739.2103,137.219,1635,1141.485581
2/20/17,Mon,1487548800,50152,1068400,12.52,-0.023400936,89070824.72,9701.1651,137.087,1696,1115.166725
2/21/17,Tue,1487635200,58434,1071424,12.77,0.019968051,89102241.59,10010.5654,140.244,1989,1137.835625
2/22/17,Wed,1487721600,50372,1073757,12.69,-0.006264683,89133228.94,9878.51,140.528,1790,1131.100675
2/23/17,Thu,1487808000,47601,1076071,13.13,0.034672971,89164458.47,9956.9834,139.771,1667,1170.72934
2/24/17,Fri,1487894400,54081,1078758,13.11,-0.001523229,89195722.06,9921.6984,140.244,1778,1169.355916
2/25/17,Sat,1487980800,53245,1081093,13.57,0.035087719,89227275.97,10123.88,142.922,1761,1210.814135
2/26/17,Sun,1488067200,51716,1083604,14.59,0.075165807,89259096.13,10602.6615,147.403,1713,1302.290212
2/27/17,Mon,1488153600,52642,1086792,15.55,0.065798492,89290342.53,10625.274,150.763,1819,1388.464826
2/28/17,Tue,1488240000,60277,1091303,16.07,0.033440514,89322198.63,11119.9788,154.531,1935,1435.407732
3/1/17,Wed,1488326400,59774,1098329,17.55,0.092097075,89353343.47,10718.1257,152.61,2235,1568.151178
3/2/17,Thu,1488412800,70779,1104821,19.08,0.087179487,89384974.41,10915.3639,152.75,2209,1705.465312
3/3/17,Fri,1488499200,64294,1111646,19.48,0.020964361,89416273.31,11419.5855,160.218,2084,1741.829004
3/4/17,Sat,1488585600,58756,1115958,18.61,-0.044661191,89447445.97,11171.4309,158.696,1860,1664.616969
3/5/17,Sun,1488672000,57031,1120047,19.22,0.032778076,89479007.84,11701.7413,163.957,1821,1719.786531
3/6/17,Mon,1488758400,57020,1124705,19.75,0.027575442,89510160.97,11736.4413,166.365,1808,1767.825679
3/7/17,Tue,1488844800,62589,1128534,18.91,-0.042531646,89541229.72,11651.4652,165.933,1963,1693.224654
3/8/17,Wed,1488931200,55386,1132810,16.54,-0.125330513,89572555.66,12138.6545,170.548,1800,1481.530071
3/9/17,Thu,1489017600,64266,1139420,17.71,0.070737606,89603365.19,12105.6647,173.894,2403,1586.875597
3/10/17,Fri,1489104000,65132,1145555,19.13,0.080180689,89634392.22,12144.0613,172.946,2190,1714.705923
3/11/17,Sat,1489190400,64803,1151496,21.45,0.121275484,89665627.69,12381.3095,175.151,2014,1923.327714
3/12/17,Sun,1489276800,66646,1158864,23.31,0.086713287,89696477.22,12404.6584,177.745,2043,2090.824884
3/13/17,Mon,1489363200,81718,1170758,28.45,0.220506221,89728090.97,12817.8346,180.235,2452,2552.764188
3/14/17,Tue,1489449600,77155,1180408,28.58,0.00456942,89759305.81,12624.5995,179.845,2433,2565.32096
3/15/17,Wed,1489536000,81205,1190919,35.18,0.230930721,89790683.47,13008.71,184.132,2456,3158.836244
3/16/17,Thu,1489622400,109950,1208579,45.51,0.293632746,89822111.44,13093.3706,185.854,3071,4087.804292
3/17/17,Fri,1489708800,106635,1224321,44.48,-0.022632388,89853953.31,13708.6332,192.81,2880,3996.703843
3/18/17,Sat,1489795200,89920,1236276,34,-0.235611511,89885435.66,13956.1955,197.601,2513,3056.104812
3/19/17,Sun,1489881600,84599,1244923,43.12,0.268235294,89916430.19,13381.2912,190.867,2396,3877.19647
3/20/17,Mon,1489968000,80264,1254137,42.51,-0.014146568,89948100.5,14240.8505,199.408,2316,3823.693752
3/21/17,Tue,1490054400,84298,1264243,42.67,0.00376382,89979116.91,14004.9233,199.631,2507,3839.408918
3/22/17,Wed,1490140800,78821,1272509,41.65,-0.023904382,90010489.25,14303.7526,201.632,2368,3748.936877
3/23/17,Thu,1490227200,82434,1280501,43.2,0.037214886,90041470.19,14696.6462,210.879,2513,3889.791512
3/24/17,Fri,1490313600,87775,1291931,53.19,0.23125,90072311.13,14717.153,211,2557,4790.946229
3/25/17,Sat,1490400000,84394,1301464,50.62,-0.048317353,90103373.94,14850.0107,211.205,2428,4561.032789
3/26/17,Sun,1490486400,79534,1308803,50.63,0.00019755,90134549.41,15592.211,221.175,2375,4563.512236
3/27/17,Mon,1490572800,94570,1320623,49.06,-0.031009283,90165551.59,16234.1177,231.657,2896,4423.521961
3/28/17,Tue,1490659200,84348,1329617,50.25,0.024256013,90196107.06,15956.633,229.549,2543,4532.35438
3/29/17,Wed,1490745600,93064,1338529,53.07,0.056119403,90227375.34,16444.6814,232.98,2744,4788.366809
3/30/17,Thu,1490832000,96209,1352837,51.91,-0.021857923,90258195.19,16508.1931,236.982,2853,4685.302912
3/31/17,Fri,1490918400,103102,1367188,49.91,-0.038528222,90289403.47,16923.4135,240.139,2949,4506.344127
4/1/17,Sat,1491004800,80572,1374894,50.6,0.013824885,90320254.41,16684.6609,239.048,2403,4570.204873
4/2/17,Sun,1491091200,88948,1385185,48.55,-0.040513834,90350695.19,16718.5386,242.037,2669,4386.526251
4/3/17,Mon,1491177600,100221,1398126,44.13,-0.091040165,90381881.44,15983.0117,225.778,2788,3988.552428
4/4/17,Tue,1491264000,86279,1408346,44.43,0.006798097,90412936.75,16872.131,240.588,2518,4017.04678
4/5/17,Wed,1491350400,87411,1418641,44.9,0.010578438,90444172.06,17294.066,246.279,2558,4060.943326
4/6/17,Thu,1491436800,95177,1432417,43.23,-0.037193764,90474896.44,17238.063,248.619,2799,3911.229773
4/7/17,Fri,1491523200,92846,1440597,42.31,-0.021281517,90505970.97,17541.6491,249.575,2776,3829.307632
4/8/17,Sat,1491609600,72144,1447313,44.37,0.048688253,90536886.59,17605.5606,252.485,2249,4017.121658
4/9/17,Sun,1491696000,74557,1453300,43.72,-0.014649538,90567128.63,17278.0448,253.175,2358,3959.594863
4/10/17,Mon,1491782400,75487,1460327,43.74,0.000457457,90597165.81,17285.4863,255.973,2460,3962.720033
4/11/17,Tue,1491868800,75891,1466464,43.74,0,90627616.28,17900.816,261.037,2377,3964.051936
4/12/17,Wed,1491955200,80347,1476683,46.38,0.060356653,90657833.31,17672.1498,260.942,2697,4204.710309
4/13/17,Thu,1492041600,84124,1485120,49.97,0.077404053,90688173.16,17325.6847,254.806,2589,4531.688013
4/14/17,Fri,1492128000,81155,1492214,47.32,-0.053031819,90719162.84,18877.3819,271.575,2451,4292.830786
4/15/17,Sat,1492214400,74820,1498803,48.89,0.03317836,90749160.97,18356.8933,272.397,2348,4436.72648
4/16/17,Sun,1492300800,70634,1503386,48.22,-0.013704234,90779668.16,18623.6556,272.581,2220,4377.395598
4/17/17,Mon,1492387200,72546,1509763,47.94,-0.005806719,90810315.66,18986.8175,275.532,2309,4353.446533
4/18/17,Tue,1492473600,83303,1518090,49.88,0.040467251,90840832.38,19532.6738,282.74,2603,4531.140719
4/19/17,Wed,1492560000,85734,1526805,47.88,-0.040096231,90870444.56,19426.3047,288.751,2664,4350.876886
4/20/17,Thu,1492646400,85450,1536829,49.36,0.03091061,90900866.75,19598.4726,283.972,2581,4486.866783
4/21/17,Fri,1492732800,81278,1548026,48.27,-0.022082658,90931344.09,20064.6867,290.823,2691,4389.255979
4/22/17,Sat,1492819200,73539,1555797,48.41,0.002900352,90961334.41,20304.9606,297.111,2429,4403.438199
4/23/17,Sun,1492905600,77073,1562427,48.75,0.007023342,90991825.66,20695.5064,298.451,2393,4435.851501
4/24/17,Mon,1492992000,80531,1572073,49.94,0.024410256,91021611.13,19854.8535,295.212,2553,4545.61926
4/25/17,Tue,1493078400,93033,1580035,50.09,0.003003604,91052368.94,20759.4397,298.308,2803,4560.81316
4/26/17,Wed,1493164800,89642,1596565,53.28,0.063685366,91081701.13,20518.0576,308.931,2724,4852.833036
4/27/17,Thu,1493251200,104494,1612349,63.14,0.18506006,91111031.13,20819.5764,313.696,3095,5752.750505
4/28/17,Fri,1493337600,106193,1624667,72.42,0.146974976,91140713.16,22094.2863,328.633,3178,6600.410447
4/29/17,Sat,1493424000,91335,1635440,69.83,-0.035763601,91169930.81,22674.7072,342.092,2793,6366.396269
4/30/17,Sun,1493510400,95202,1647543,79.83,0.143204926,91199299.41,22071.893,332.584,3064,7280.440072
5/1/17,Mon,1493596800,112202,1663543,77.53,-0.028811224,91228656.91,22307.6652,336.173,3544,7072.95777
5/2/17,Tue,1493683200,110354,1678680,77.25,-0.003611505,91258093.31,22218.5493,335.2,3461,7049.687708
5/3/17,Wed,1493769600,97334,1690254,80.37,0.04038835,91287645.97,22633.4701,339.479,3028,7336.788107
5/4/17,Thu,1493856000,114877,1708629,94.55,0.176433993,91317072.53,22403.1399,336.421,3351,8634.029208
5/5/17,Fri,1493942400,108514,1724130,90.79,-0.039767319,91346771.44,23427.2382,349.788,3171,8293.373379
5/6/17,Sat,1494028800,95014,1739516,94.82,0.044388148,91376474.88,23416.8712,349.26,2934,8664.317348
5/7/17,Sun,1494115200,106631,1758488,90.46,-0.04598186,91406355.03,23766.8199,353.593,3322,8268.618876
5/8/17,Mon,1494201600,117509,1777158,88.39,-0.022883042,91435780.97,23598.8389,353.828,3409,8082.00868
5/9/17,Tue,1494288000,112933,1797526,86.27,-0.023984614,91465535.97,24510.4648,365.57,3376,7890.731788
5/10/17,Wed,1494374400,109673,1817872,87.83,0.018082763,91495150.81,24265.0815,363.679,3227,8036.019096
5/11/17,Thu,1494460800,117189,1837631,88.2,0.004212684,91524885.34,24906.8722,369.262,3352,8072.494887
5/12/17,Fri,1494547200,107241,1853657,85.15,-0.034580499,91554775.03,25468.5261,379.251,3154,7795.889094
5/13/17,Sat,1494633600,101332,1867571,87.96,0.033000587,91584028.31,24940.8708,378.491,3065,8055.73113
5/14/17,Sun,1494720000,101348,1881351,88.72,0.008640291,91612245.81,25763.6063,404.779,3140,8127.838448
5/15/17,Mon,1494806400,122792,1899209,90.32,0.018034265,91640708.16,26374.7001,414.048,3831,8276.988761
5/16/17,Tue,1494892800,116341,1919681,87.8,-0.027900797,91669426.13,26951.5322,417.08,3644,8048.575614
5/17/17,Wed,1494979200,140135,1942480,86.98,-0.009339408,91697325.03,25673.1355,408.104,4305,7975.833331
5/18/17,Thu,1495065600,137409,1964727,95.88,0.102322373,91725805.81,26756.3545,414.448,4245,8794.670261
5/19/17,Fri,1495152000,161568,1993428,124.38,0.297246558,91754187.06,27662.8126,431.65,4801,11412.38579
5/20/17,Sat,1495238400,130912,2017264,123.06,-0.010612639,91782839.09,28704.8846,439.714,4179,11294.79618
5/21/17,Sun,1495324800,149699,2041878,148,0.202665366,91811493.16,29014.4596,451.327,4586,13588.10099
5/22/17,Mon,1495411200,176255,2074888,160.39,0.083716216,91840262.38,29819.2767,463.103,5328,14730.25968
5/23/17,Tue,1495497600,187121,2119587,169.5,0.056799052,91868838.47,28807.8371,448.717,6627,15571.76812
5/24/17,Wed,1495584000,187293,2162097,193.03,0.138820059,91897482.84,29413.4293,458.978,6666,17738.97111
5/25/17,Thu,1495670400,183010,2201139,177.33,-0.081334508,91926318,29573.7133,457.711,5952,16301.29397
5/26/17,Fri,1495756800,169818,2235403,162.83,-0.081768454,91955285.5,29752.9865,456.542,5559,14973.07914
5/27/17,Sat,1495843200,149450,2262189,156.63,-0.038076522,91984057.22,30399.6414,473.268,5127,14407.46288
5/28/17,Sun,1495929600,155271,2288310,172.86,0.103619996,92012880.5,30319.4003,469.177,5379,15905.34652
5/29/17,Mon,1496016000,158547,2316858,194.17,0.123278954,92042417.84,32344.9504,487.713,4922,17871.87627
5/30/17,Tue,1496102400,193618,2360680,228.58,0.177215842,92072237.22,33952.2769,513.217,7069,21045.87198
5/31/17,Wed,1496188800,214126,2406002,228.64,0.00026249,92100985.66,33166.6989,519.724,6843,21057.96936
6/1/17,Thu,1496275200,199160,2445012,220.7,-0.034727082,92129055.03,35032.0837,561.001,6541,20332.88245
6/2/17,Fri,1496361600,194911,2486438,222.04,0.00607159,92155875.66,34748.1009,574.506,7542,20462.29063
6/3/17,Sat,1496448000,175666,2521601,224.3,0.010178346,92183405.81,35389.9389,575.748,6636,20676.73792
6/4/17,Sun,1496534400,180136,2557692,244.96,0.092108783,92210634.56,36683.7213,597.678,6458,22587.91704
6/5/17,Mon,1496620800,190305,2595526,247.75,0.011389615,92238426.91,37220.5713,599.656,6439,22852.07027
6/6/17,Tue,1496707200,200523,2638490,264.26,0.066639758,92265908.16,37971.5981,615.097,7374,24382.18889
6/7/17,Wed,1496793600,207180,2682778,255.77,-0.03212745,92293678.94,39157.0428,632.534,7388,23605.95426
6/8/17,Thu,1496880000,187700,2720240,259.41,0.014231536,92321310.19,39515.8111,640.655,6932,23949.07108
6/9/17,Fri,1496966400,215831,2760852,279.11,0.07594156,92348960.19,39508.5852,639.988,7482,25775.51828
6/10/17,Sat,1497052800,213356,2804195,335.95,0.203647308,92377118.94,41872.7093,662.233,6592,31034.09311
6/11/17,Sun,1497139200,240490,2859713,339.68,0.011102843,92405045.66,42335.4349,682.857,8658,31388.14591
6/12/17,Mon,1497225600,292941,2919025,394.66,0.16185822,92433146.28,41975.3291,676.331,9451,36479.66551
6/13/17,Tue,1497312000,280054,2978427,388.09,-0.016647241,92461422.38,43492.4743,694.617,8807,35883.35341
6/14/17,Wed,1497398400,250410,3031828,343.84,-0.114019944,92489691.13,44267.7112,713.189,7942,31801.6554
6/15/17,Thu,1497484800,261617,3084273,344.68,0.002442997,92517889.88,46001.9979,728.25,8192,31889.06628
6/16/17,Fri,1497571200,248003,3132387,353.61,0.025908089,92546260.81,46630.0453,737.125,8034,32725.28329
6/17/17,Sat,1497657600,242022,3178828,368.1,0.040977348,92574559.88,47877.4934,761.53,7958,34076.69549
6/18/17,Sun,1497744000,245957,3231660,351.53,-0.045014942,92603147.38,49167.6342,769.923,7931,32552.7844
6/19/17,Mon,1497830400,286209,3292231,358.2,0.018974199,92631780.34,48994.2646,775.466,8956,33180.70372
6/20/17,Tue,1497916800,308488,3354447,350.53,-0.021412619,92658489.72,49710.0379,847.174,9258,32479.5804
6/21/17,Wed,1498003200,221289,3386889,325.3,-0.071976721,92684640.5,50745.629,874.309,6195,30150.31355
6/22/17,Thu,1498089600,284225,3442987,320.97,-0.01331079,92711173.78,51035.432,872.419,8691,29757.50545
6/23/17,Fri,1498176000,276012,3499011,326.85,0.018319469,92737276.28,50863.8817,881.532,9123,30311.17875
6/24/17,Sat,1498262400,250570,3549828,304.54,-0.068257611,92763771.28,52432.2312,888.68,8935,28250.27891
6/25/17,Sun,1498348800,231135,3593921,279.36,-0.082682078,92790154.41,53050.104,904.654,8979,25921.85753
6/26/17,Mon,1498435200,316788,3646944,253.68,-0.091924399,92816853.47,54476.8066,923.853,9544,23545.77939
6/27/17,Tue,1498521600,252995,3688934,286.14,0.127956481,92843435.81,55435.8653,930.359,7911,26566.22072
6/28/17,Wed,1498608000,274241,3739249,315.86,0.103865241,92870078.47,55902.4878,950.061,10005,29333.94299
6/29/17,Thu,1498694400,263791,3787958,292.9,-0.072690432,92897087.38,57370.5804,962.749,9460,27209.55689
6/30/17,Fri,1498780800,252652,3835524,280.68,-0.041720724,92923943.63,58103.4759,972.009,8800,26081.8925
7/1/17,Sat,1498867200,240465,3871530,261,-0.070115434,92950626.75,59257.8637,992.636,8106,24260.11358
7/2/17,Sun,1498953600,248617,3905337,283.99,0.088084291,92977339.09,60043.2459,1002.208,8503,26404.63453
7/3/17,Mon,1499040000,302032,3960081,276.41,-0.026691081,93004470.34,61066.6592,1012.942,10143,25707.36565
7/4/17,Tue,1499126400,281465,4010868,269.05,-0.026627112,93031836.13,62015.5576,1027.254,10132,25030.21551
7/5/17,Wed,1499212800,271606,4053898,266,-0.011336183,93058596.44,60558.053,1022.956,10094,24753.58665
7/6/17,Thu,1499299200,258791,4089182,265.88,-0.000451128,93085523,62188.5082,1037.217,8830,24749.57886
7/7/17,Fri,1499385600,295389,4131556,240.94,-0.093801715,93112810.97,62980.5055,1038.186,9709,22434.60067
7/8/17,Sat,1499472000,248142,4169731,245.67,0.019631444,93139877.38,63970.8599,1055.963,8884,22881.67367
7/9/17,Sun,1499558400,225189,4199674,237.72,-0.032360484,93166818.16,64815.0977,1071.108,6980,22147.61601
7/10/17,Mon,1499644800,302633,4236883,205.76,-0.134443884,93191251.75,65577.096,1198.735,10586,19175.03196
7/11/17,Tue,1499731200,291677,4279139,190.55,-0.073921073,93215219.88,65016.2,1214.203,10484,17762.16015
7/12/17,Wed,1499817600,283828,4320310,224.15,0.176331671,93239157.84,63527.1745,1185.959,10735,20899.55723
7/13/17,Thu,1499904000,260745,4368629,205.41,-0.083604729,93262929.41,65108.2642,1207.945,10676,19157.13833
7/14/17,Fri,1499990400,249381,4400742,197.14,-0.040260942,93286700.66,62983.6578,1182.556,10040,18390.54017
7/15/17,Sat,1500076800,231961,4428324,169.1,-0.142233945,93310853,66076.6514,1207.945,8747,15778.86524
7/16/17,Sun,1500163200,249138,4460257,155.42,-0.080898876,93334862.69,67381.9726,1243.782,9225,14506.10436
7/17/17,Mon,1500249600,248473,4498727,189.97,0.222300862,93358380.97,63714.9942,1204.494,9814,17735.29163
7/18/17,Tue,1500336000,271055,4548962,227.09,0.195399274,93382331.28,65488.9339,1213.897,11286,21206.19361
7/19/17,Wed,1500422400,270122,4584881,194.41,-0.143907702,93406814.88,67929.301,1233.999,10282,18159.21888
7/20/17,Thu,1500508800,250065,4626800,226.33,0.164189085,93431307.69,69759.1232,1271.418,9370,21146.30787
7/21/17,Fri,1500595200,232560,4665313,216.33,-0.044183272,93455149.88,70210.3022,1304.971,8661,20217.15257
7/22/17,Sat,1500681600,205574,4692029,230.47,0.065363103,93479457.22,70344.6082,1278.26,7992,21544.21051
7/23/17,Sun,1500768000,260490,4728803,228.32,-0.009328763,93503940.5,72662.8193,1315.028,9282,21348.81969
7/24/17,Mon,1500854400,263095,4766918,225.48,-0.012438683,93527999.41,71086.1935,1302.508,10560,21088.69331
7/25/17,Tue,1500940800,242956,4807986,203.59,-0.097081781,93552692.06,74060.8637,1328.375,9766,19046.39258
7/26/17,Wed,1501027200,223010,4842532,202.88,-0.003487401,93577207.06,73375.4017,1331.461,8403,18984.94377
7/27/17,Thu,1501113600,225435,4872429,202.93,0.000246451,93601559.72,72620.6995,1321.721,8346,18994.56451
7/28/17,Fri,1501200000,246494,4903853,191.21,-0.057753905,93626244.88,73591.6983,1332.368,9258,17902.27428
7/29/17,Sat,1501286400,198773,4930947,206.14,0.07808169,93650737.38,74151.5719,1332.178,7452,19305.163
7/30/17,Sun,1501372800,206624,4974090,196.78,-0.045406035,93675455.03,75662.6423,1359.901,7621,18433.45604
7/31/17,Mon,1501459200,250090,5010515,201.33,0.023122269,93699513.63,76650.4709,1426.54,9291,18864.52308
8/1/17,Tue,1501545600,218582,5049868,225.9,0.122038444,93720934.09,78324.6735,1606.73,9503,21171.55901
8/2/17,Wed,1501632000,231068,5088235,218.12,-0.034440018,93742069.41,76805.5107,1606.524,9426,20447.02018
8/3/17,Thu,1501718400,236335,5129817,224.39,0.028745645,93763035.81,73485.2744,1555.875,9597,21039.48761
8/4/17,Fri,1501804800,257160,5169164,220.6,-0.016890236,93784340.81,76294.8801,1590.668,10507,20688.82558
8/5/17,Sat,1501891200,261400,5207095,253.09,0.147280145,93805528.63,75945.2472,1585.689,10427,23741.24124
8/6/17,Sun,1501977600,265127,5250459,264.56,0.045319847,93826794.25,76031.0312,1598.932,10463,24822.81669
8/7/17,Mon,1502064000,281172,5302339,269.94,0.020335652,93848415.81,78413.598,1619.968,11867,25333.44136
8/8/17,Tue,1502150400,318866,5357059,296.51,0.098429281,93870051.13,80067.1003,1636.256,13278,27833.40886
8/9/17,Wed,1502236800,280308,5409615,295.28,-0.004148258,93891780.5,80473.311,1661.335,11373,27724.36495
8/10/17,Thu,1502323200,338241,5469308,298.28,0.010159848,93913244.25,79867.4397,1650.127,13581,28012.44249
8/11/17,Fri,1502409600,356682,5529892,309.32,0.037012203,93935146.28,79800.4549,1640.151,14429,29056.01945
8/12/17,Sat,1502496000,338654,5585573,308.02,-0.004202767,93957067.22,81155.1032,1692.527,13642,28940.65584
8/13/17,Sun,1502582400,333011,5647075,296.62,-0.037010584,93979101.91,82477.7754,1690.846,12993,27876.08121
8/14/17,Mon,1502668800,410061,5725888,299.16,0.008563145,94001140.03,85027.6468,1728.855,15655,28121.38105
8/15/17,Tue,1502755200,413246,5810917,286.52,-0.042251638,94023364.41,84680.7779,1734.349,16403,26939.57437
8/16/17,Wed,1502841600,413624,5866922,301.38,0.051863744,94045930.19,85419.7948,1713.531,17360,28343.56244
8/17/17,Thu,1502928000,428007,5934207,300.3,-0.003583516,94068463.16,85593.3951,1738.425,17330,28248.75949
8/18/17,Fri,1503014400,443356,6004737,292.62,-0.025574426,94090773.63,85743.5067,1745.446,17335,27532.84218
8/19/17,Sat,1503100800,377418,6067912,293.02,0.001366961,94113338,89581.1457,1795.854,16348,27577.0903
8/20/17,Sun,1503187200,309926,6127189,298.2,0.017677974,94135470.5,88118.4535,1792.593,12825,28071.1973
8/21/17,Mon,1503273600,392880,6186106,321.85,0.079309188,94158216.28,89205.8842,1785.087,15179,30304.82191
8/22/17,Tue,1503360000,364727,6252808,313.37,-0.026347677,94180738.94,89615.1901,1804.398,14259,29513.41816
8/23/17,Wed,1503446400,374711,6322823,317.4,0.012860197,94203348.94,91496.916,1843.057,14352,29900.14295
8/24/17,Thu,1503532800,352465,6375451,325.28,0.024826717,94225880.66,90336.1265,1828.189,13796,30649.79446
8/25/17,Fri,1503619200,352621,6425907,330.06,0.014695032,94244701.44,89994.9238,2154.673,15772,31106.40616
8/26/17,Sat,1503705600,306268,6471420,332.86,0.008483306,94263267.22,90955.4417,2200.006,14625,31376.47113
8/27/17,Sun,1503792000,324173,6521068,347.88,0.045124076,94281902.69,90454.326,2180.133,14945,32798.78831
8/28/17,Mon,1503878400,363799,6574380,347.66,-0.000632402,94300328.16,86753.1361,2133.303,17757,32784.45209
8/29/17,Tue,1503964800,394649,6636587,372.35,0.071017661,94319408.31,92088.0857,2204.097,18455,35119.83169
8/30/17,Wed,1504051200,400220,6703644,383.86,0.030911777,94338352.22,93823.0467,2231.15,18827,36212.71988
8/31/17,Thu,1504137600,384421,6771516,388.33,0.011644871,94357118.31,90901.5865,2215.537,17436,36641.69975
9/1/17,Fri,1504224000,390997,6837885,391.42,0.00795715,94375947.69,92728.0146,2233.569,18436,36940.63344
9/2/17,Sat,1504310400,331797,6892287,351.03,-0.103188391,94394795.81,93720.5494,2231.26,15334,33135.40517
9/3/17,Sun,1504396800,302525,6941689,352.45,0.004045238,94413437.84,95055.9858,2250.289,13871,33276.01617
9/4/17,Mon,1504483200,442592,7004719,303.7,-0.138317492,94432358.94,93647.0268,2243.963,19760,28679.10741
9/5/17,Tue,1504569600,444572,7067974,317.94,0.046888377,94451460.19,93755.3541,2231.041,19704,30029.89725
9/6/17,Wed,1504656000,496376,7136790,338.92,0.065987293,94470348.47,92625.4335,2232.6,22603,32017.8905
9/7/17,Thu,1504742400,448347,7201288,335.37,-0.010474448,94489481.13,94467.199,2253.842,21135,31688.93728
9/8/17,Fri,1504828800,463670,7267913,306.72,-0.085428035,94508748.31,99874.6125,2351.174,20975,28987.72328
9/9/17,Sat,1504915200,383654,7329084,303.79,-0.009552686,94527784.09,98008.0751,2321.405,17147,28716.59553
9/10/17,Sun,1505001600,325128,7379849,299.21,-0.015076204,94546772.84,97253.2383,2289.896,14680,28289.3399
9/11/17,Mon,1505088000,365384,7444820,297.95,-0.004211089,94565618.94,97867.1491,2312.746,16764,28175.82616
